,Unnamed: 0,NO,URL,タイトル,職務,スキル,勤務,職場,案件タイトル,案件URL,業務内容,キーワード,案件タイトル.1,月額報酬,職種,スキル・言語・FW,勤務日数詳細,勤務エリア（最寄り駅）,案件内容,職種.1,スキル・言語・FW.1,必須スキル,歓迎スキル,稼働日数,月額報酬.1,勤務エリア（最寄り駅）.1,雇用形態,備考,案件ID,案件内容.1
5846,5846,5847,https://lancersagent.com/project/pm/0061638427441009415e573c2,"定番【週5日/PMO】                                【PMO】BIツール(Incorta)による支援業務                            週5日 | 480,000〜800,000円 / 月PMO週5日品川（尼崎駅）・現場でBIツールのシステム詳細を把握し、情シスと協同し、システムの改善に当たる・仕様を含めた詳細を弊社システム部に展開する詳細を見る",PMO,,週5日,品川（尼崎駅）,                【PMO】BIツール(Incorta)による支援業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061638427441009415e573c2,"・現場でBIツールのシステム詳細を把握し、情シスと協同し、システムの改善に当たる
・仕様を含めた詳細を弊社システム部に展開する/PM/管理のみ/品川",【週5日/】,【PMO】BIツール(Incorta)による支援業務,"480,000〜800,000円/ 月※ 消費税別の実際にお渡しする金額です",PMO,,週5日,品川（尼崎駅）,・現場でBIツールのシステム詳細を把握し、情シスと協同し、システムの改善に当たる・仕様を含めた詳細を弊社システム部に展開する,PMO,,・顧客との折衝、プレゼン能力がある方・システム全般に詳しい方,・BIツールを用いたデータ取込等を行ったことがある方,"週5日                            
(ﾘﾓｰﾄ：一部可)","480,000〜800,000円",品川（尼崎駅）,業務委託,※報酬金額は【驟雨5日（月20日）換算】した際の金額です,案件ID：000006099719,
5857,5857,5858,https://lancersagent.com/project/pm/0061638343271442415e58525,"定番【週5日/【PMO】金融向けシステム】                                【PMO】金融向けシステム                            週5日 | 520,000円以上 / 月【PMO】金融向けシステム週5日豊洲（東陽町駅）金融向けシステムのPMO業務。作業品質管理がメインとなります。PMO案件ですが、自主的に動ける方を募集いたしております。詳細を見る",【PMO】金融向けシステム,,週5日,豊洲（東陽町駅）,                【PMO】金融向けシステム | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061638343271442415e58525,金融向けシステムのPMO業務。作業品質管理がメインとなります。PMO案件ですが、自主的に動ける方を募集いたしております。/PM/管理のみ/豊洲,【週5日/】,【PMO】金融向けシステム,"520,000円以上/ 月※ 消費税別の実際にお渡しする金額です",【PMO】金融向けシステム,,週5日,豊洲（東陽町駅）,金融向けシステムのPMO業務。作業品質管理がメインとなります。PMO案件ですが、自主的に動ける方を募集いたしております。,【PMO】金融向けシステム,,・PMO運用経験(主に品質管理、ライブラリ管理経験のある方で検討系も行ったことがあるとベスト)・コミュニケーション力のある方（他チームと調整があります）・主体的に物事を考え行動できる,-,"週5日                            
(ﾘﾓｰﾄ：一部可)","520,000円以上",豊洲（東陽町駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099706,
5881,5881,5882,https://lancersagent.com/project/pm/0061637824925264416006a49,"定番【週2日･3日/[PMO]EdTech/ICT教材開発】                                [PMO]EdTech/ICT教材開発                            週2日･3日 | 500,000〜900,000円 / 月[PMO]EdTech/ICT教材開発週2日･3日渋谷・新宿（本郷三丁目駅）【事業内容】・ディープラーニング等を活用したアルゴリズムモジュールの開発と、ライセンス提供事業・ITシステムの開発と運用事業・データサイエンスに関する顧問・コンサルティング事業▼具体的な業務内容 ・ 教育業界向けのAIプロダクト開発における、PMO業務 ・ 具体的には開発進行管理、品質管理、顧客調整、等々詳細を見る",[PMO]EdTech/ICT教材開発,,週2日･3日,渋谷・新宿（本郷三丁目駅）,                [PMO]EdTech/ICT教材開発 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061637824925264416006a49,"【事業内容】
・ディープラーニング等を活用したアルゴリズムモジュールの開発と、ライセンス提供事業
・ITシステムの開発と運用事業
・データサイエンスに関する顧問・コンサルティング事業


▼具体的な業務内容
 ・ 教育業界向けのAIプロダクト開発における、PMO業務
 ・ 具体的には開発進行管理、品質管理、顧客調整、等々/PM/管理のみ/渋谷・新宿",【週2日･3日/】,[PMO]EdTech/ICT教材開発,"500,000〜900,000円/ 月※ 消費税別の実際にお渡しする金額です",[PMO]EdTech/ICT教材開発,,週2日･3日,渋谷・新宿（本郷三丁目駅）,【事業内容】・ディープラーニング等を活用したアルゴリズムモジュールの開発と、ライセンス提供事業・ITシステムの開発と運用事業・データサイエンスに関する顧問・コンサルティング事業▼具体的な業務内容・ 教育業界向けのAIプロダクト開発における、PMO業務・ 具体的には開発進行管理、品質管理、顧客調整、等々,[PMO]EdTech/ICT教材開発,,・基本的なPC操作のリテラシー・開発関連業務の経験・日本語によるコミュニケーション,・プロジェクトマネジメントまたはPMO経験,"週2日･3日                            
(ﾘﾓｰﾄ：可)","500,000〜900,000円",渋谷・新宿（本郷三丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099681,
5897,5897,5898,https://lancersagent.com/project/pm/006164059217519451600566a,"定番【週4日･5日/[社内SE/PM]社内システム統合プロジェクト】                                [社内SE/PM]社内システム統合プロジェクト                            週4日･5日 | 700,000〜1,500,000円 / 月[社内SE/PM]社内システム統合プロジェクト‐週4日･5日渋谷・新宿（西新宿駅）【業務詳細】ヘルスケア事業や小売業における基幹系システムの刷新プロジェクトにてPMポジションをお願いします。・RIZAP株式会社の基幹システム運用・グループ全体のコミュニケーション基盤構築詳細を見る",[社内SE/PM]社内システム統合プロジェクト,‐,週4日･5日,渋谷・新宿（西新宿駅）,                [社内SE/PM]社内システム統合プロジェクト | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/006164059217519451600566a,"【業務詳細】
ヘルスケア事業や小売業における基幹系システムの刷新プロジェクトにてPMポジションをお願いします。
・RIZAP株式会社の基幹システム運用
・グループ全体のコミュニケーション基盤構築/PM/管理のみ/渋谷・新宿",【週4日･5日/】,[社内SE/PM]社内システム統合プロジェクト,"700,000〜1,500,000円/ 月※ 消費税別の実際にお渡しする金額です",[社内SE/PM]社内システム統合プロジェクト,,週4日･5日,渋谷・新宿（西新宿駅）,【業務詳細】ヘルスケア事業や小売業における基幹系システムの刷新プロジェクトにてPMポジションをお願いします。・RIZAP株式会社の基幹システム運用・グループ全体のコミュニケーション基盤構築,[社内SE/PM]社内システム統合プロジェクト,‐,DB（PostgreSQL）の保守運用経験3年程度以上,・情シスでリーダー経験・ヘルスケア事業や小売業の基幹系システムのPM経験・社内システム統合PJでのPM経験,"週4日･5日                            
(ﾘﾓｰﾄ：可)","700,000〜1,500,000円",渋谷・新宿（西新宿駅）,業務委託,,案件ID：000006099938,
5963,5963,5964,https://lancersagent.com/project/pm/00616372262633812175ff864,"定番【週4日･5日/PdM】                                【PdM】広告×AI事業の立ち上げを行うPdM                            週4日･5日 | 680,000円以上 / 月PdM週4日･5日水道橋・飯田橋（御茶ノ水駅）【業務内容】1人目の専任PdMとして、チャットブーストCVのサービスのグロースを担当していただきます1人目でプロダクトマネジメントにまつわる全てをお任せしたいと思っておりますが、例えば以下のようなことを行っていただきます。・サービスの提供価値の仮説出しと、検証案の立案    - サービスが初期のグロースフェーズなので、より高いレベルのPMFに向けて　　新たな提供価値仮説の探索を行います・プロダクトの機能設詳細を見る",PdM,,週4日･5日,水道橋・飯田橋（御茶ノ水駅）,                【PdM】広告×AI事業の立ち上げを行うPdM | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616372262633812175ff864,"【業務内容】
1人目の専任PdMとして、チャットブーストCVのサービスのグロースを担当していただきます
1人目でプロダクトマネジメントにまつわる全てをお任せしたいと思っておりますが、
例えば以下のようなことを行っていただきます。

・サービスの提供価値の仮説出しと、検証案の立案
    - サービスが初期のグロースフェーズなので、より高いレベルのPMFに向けて
　　新たな提供価値仮説の探索を行います
・プロダクトの機能設/PM/管理のみ/水道橋・飯田橋",【週4日･5日/】,【PdM】広告×AI事業の立ち上げを行うPdM,"680,000円以上/ 月※ 消費税別の実際にお渡しする金額です",PdM,,週4日･5日,水道橋・飯田橋（御茶ノ水駅）,【業務内容】1人目の専任PdMとして、チャットブーストCVのサービスのグロースを担当していただきます1人目でプロダクトマネジメントにまつわる全てをお任せしたいと思っておりますが、例えば以下のようなことを行っていただきます。・サービスの提供価値の仮説出しと、検証案の立案- サービスが初期のグロースフェーズなので、より高いレベルのPMFに向けて新たな提供価値仮説の探索を行います・プロダクトの機能設,PdM,,・PdM経験 or エンジニア経験,・toBのSaaSプロダクト経験者・スタートアップのPdMorPM経験,"週4日･5日                            
(ﾘﾓｰﾄ：可)","680,000円以上",水道橋・飯田橋（御茶ノ水駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099599,
5974,5974,5975,https://lancersagent.com/project/pm/0061637119800241316005a32,"定番【週3日･4日･5日/ブリッジSE・PM】                                【ブリッジPM】ライブ配信プラットフォーム                            週3日･4日･5日 | 500,000〜800,000円 / 月ブリッジSE・PM‐週3日･4日･5日渋谷・新宿（原宿駅）ライブ動画配信プラットフォームにおいて、プロダクトマネージャーや運営からの案件要望を把握し、中国にいる開発チームとの開発上のコミュニケーション業務を通し、国内市場にフィットした形でグロースさせていく挑戦を共に行っていただきたいと考えています。詳細を見る",ブリッジSE・PM,‐,週3日･4日･5日,渋谷・新宿（原宿駅）,                【ブリッジPM】ライブ配信プラットフォーム | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061637119800241316005a32,ライブ動画配信プラットフォームにおいて、プロダクトマネージャーや運営からの案件要望を把握し、中国にいる開発チームとの開発上のコミュニケーション業務を通し、国内市場にフィットした形でグロースさせていく挑戦を共に行っていただきたいと考えています。/PM/管理のみ/渋谷・新宿,【週3日･4日･5日/】,【ブリッジPM】ライブ配信プラットフォーム,"500,000〜800,000円/ 月※ 消費税別の実際にお渡しする金額です",ブリッジSE・PM,,週3日･4日･5日,渋谷・新宿（原宿駅）,ライブ動画配信プラットフォームにおいて、プロダクトマネージャーや運営からの案件要望を把握し、中国にいる開発チームとの開発上のコミュニケーション業務を通し、国内市場にフィットした形でグロースさせていく挑戦を共に行っていただきたいと考えています。,ブリッジSE・PM,‐,・グローバル環境におけるブリッジでの開発プロジェクト推進を行った経験・周りの人を巻き込めるリーダーシップスキル、コミュニケーションスキル・中国語 ビジネス会話レベル・日本語 ビジネス会話レベル,・グローバルなチームでも通用する、仕様書を含めた論理的なドキュメンテーション力・ゲームやライブ配信プラットフォーム事業への情熱,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","500,000〜800,000円",渋谷・新宿（原宿駅）,業務委託,,案件ID：000006099556,
6019,6019,6020,https://lancersagent.com/project/pm/0061624264313532816005e19,"定番【週3日･4日･5日/【PMO】企画&プロジェクトマネジメント】                                【PMO】企画&プロジェクトマネジメント                            週3日･4日･5日 | 500,000〜1,100,000円 / 月【PMO】企画&プロジェクトマネジメント週3日･4日･5日渋谷・新宿（築地市場）■ポジションの魅力・キャリアパス：プロジェクトマネジメントを通して、顧客のDX化に寄与するこができます。顧客ごとの様々なPJTに関わることで経験を積むことができます。キャリアパスとして、マネジャー職や経営ポジションへのキャリアアップを図ることも可能です。詳細を見る",【PMO】企画&プロジェクトマネジメント,,週3日･4日･5日,渋谷・新宿（築地市場）,                【PMO】企画&プロジェクトマネジメント | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061624264313532816005e19,"■ポジションの魅力・キャリアパス：
プロジェクトマネジメントを通して、顧客のDX化に寄与するこができます。
顧客ごとの様々なPJTに関わることで経験を積むことができます。
キャリアパスとして、マネジャー職や経営ポジションへのキャリアアップを図ることも可能です。/PM/管理のみ/渋谷・新宿",【週3日･4日･5日/】,【PMO】企画&プロジェクトマネジメント,"500,000〜1,100,000円/ 月※ 消費税別の実際にお渡しする金額です",【PMO】企画&プロジェクトマネジメント,,週3日･4日･5日,渋谷・新宿（築地市場）,■ポジションの魅力・キャリアパス：プロジェクトマネジメントを通して、顧客のDX化に寄与するこができます。顧客ごとの様々なPJTに関わることで経験を積むことができます。キャリアパスとして、マネジャー職や経営ポジションへのキャリアアップを図ることも可能です。,【PMO】企画&プロジェクトマネジメント,,以下いずれかのご経験・プリセールスのご経験・ITの法人営業のご経験・自社WEBサービスの開発PM経験・プロダクトマネジメントのご経験,・社内外やチーム内で連携し円滑にコミュニケーションがとれる方。・プロセス管理のご経験や目標達成に向けた営業計画の立案のご経験がある方。・飲食・理美容・小売りでの店長経験又は本部経験のある方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：一部可)","500,000〜1,100,000円",渋谷・新宿（築地市場）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099151,
6022,6022,6023,https://lancersagent.com/project/pm/0061636960057712715e55679,"定番【週3日･4日･5日/PMO】                                【PMO】アジャイル開発プロジェクトでのPMO業務                            週3日･4日･5日 | 500,000〜800,000円 / 月PMO週3日･4日･5日秋葉原（秋葉原駅）アジャイル開発のおける、プロジェクトマネジメント業務をお任せいたします。PMの方の補佐をしていきながらアジャイル開発支援を行っていただきます。詳細を見る",PMO,,週3日･4日･5日,秋葉原（秋葉原駅）,                【PMO】アジャイル開発プロジェクトでのPMO業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061636960057712715e55679,"アジャイル開発のおける、プロジェクトマネジメント業務をお任せいたします。
PMの方の補佐をしていきながらアジャイル開発支援を行っていただきます。
/PM/管理のみ/秋葉原",【週3日･4日･5日/】,【PMO】アジャイル開発プロジェクトでのPMO業務,"500,000〜800,000円/ 月※ 消費税別の実際にお渡しする金額です",PMO,,週3日･4日･5日,秋葉原（秋葉原駅）,アジャイル開発のおける、プロジェクトマネジメント業務をお任せいたします。PMの方の補佐をしていきながらアジャイル開発支援を行っていただきます。,PMO,,・アジャイル開発の経験・顧客折衝経験,-,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","500,000〜800,000円",秋葉原（秋葉原駅）,業務委託,-※報酬金額は【驟雨5日（月20日）換算】した際の金額です,案件ID：000006099545,
6031,6031,6032,https://lancersagent.com/project/pm/0061635263292216175f733f,"定番【週5日/PdM(人材/キャリア)】                                【PM】人材紹介サービス/コミュニティプラットフォームの仕様策定及び設計                             週5日 | 700,000〜900,000円 / 月PdM(人材/キャリア)Jira・Figma・Notion週5日新橋・銀座・東京（東京駅）企業のイノベーションを支援する企業向けのサービスを幅広く提供しています。【業務内容】自社新規サービスのプロダクトマネージャー業務をお任せします。・新規サービスの全体像の設計（おおまかな仕様の策定）・既存プロダクトの新規機能および既存機能の仕様策定や設計 ・リソース管理 ・プロダクト開発進捗管理 ・リソース管理 ・各部門との計画調整・UI / UXデザインレビュー  詳細を見る",PdM(人材/キャリア),Jira・Figma・Notion,週5日,新橋・銀座・東京（東京駅）,                【PM】人材紹介サービス/コミュニティプラットフォームの仕様策定及び設計  | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061635263292216175f733f,"企業のイノベーションを支援する企業向けのサービスを幅広く提供しています。

【業務内容】
自社新規サービスのプロダクトマネージャー業務をお任せします。
・新規サービスの全体像の設計（おおまかな仕様の策定）
・既存プロダクトの新規機能および既存機能の仕様策定や設計 
・リソース管理 
・プロダクト開発進捗管理 
・リソース管理 
・各部門との計画調整
・UI / UXデザインレビュー  /PM/その他/新橋・銀座・東京",【週5日/】,【PM】人材紹介サービス/コミュニティプラットフォームの仕様策定及び設計 ,"700,000〜900,000円/ 月※ 消費税別の実際にお渡しする金額です",PdM(人材/キャリア),,週5日,新橋・銀座・東京（東京駅）,企業のイノベーションを支援する企業向けのサービスを幅広く提供しています。【業務内容】自社新規サービスのプロダクトマネージャー業務をお任せします。・新規サービスの全体像の設計（おおまかな仕様の策定）・既存プロダクトの新規機能および既存機能の仕様策定や設計・リソース管理・プロダクト開発進捗管理・リソース管理・各部門との計画調整・UI / UXデザインレビュー,PdM(人材/キャリア),Jira・Figma・Notion,・ウェブ系のプロダクトマネジメント経験または同等の経験・エンジニア、デザイナーとコミュニケーションを取り、要件仕様を作成した経験・各ステークホルダーを理解し、周りの人を巻き込めるリーダーシップスキル、コミュニケーションスキル,・ソフトウェアエンジニアリングに関する基礎知識・アジャイル開発の経験・ カスタマージャーニーマップ、UXデザイン、情報設計などを行い、ユーザー視点に立ったプロダクトの設計、開発をした経験,"週5日                            
(ﾘﾓｰﾄ：一部可)","700,000〜900,000円",新橋・銀座・東京（東京駅）,業務委託,,案件ID：000006099490,
6034,6034,6035,https://lancersagent.com/project/pm/00616365088653549179cbc05,"定番【週4日･5日/PM】                                【リモートワーク可】マネジメントポジション｜Google Cloud Platform(以下GCP)を活用したシステムインテグレーション                            週4日･5日 | 600,000〜800,000円 / 月PM週4日･5日五反田・恵比寿・六本木（白金高輪駅）・顧客サプライチェーン全体におけるKPI（約40）を自動収集し見える化できるデータ基盤の構築・第1フェーズでは、社内システムから自動 / 手動で収集したデータの格納分析基盤をGCP上に構築し、スプレッドシートに出力する仕組みを構築。・次フェーズ以降で、社内の未収集データや社外データも活用可能とし、分析範囲を拡大。詳細を見る",PM,,週4日･5日,五反田・恵比寿・六本木（白金高輪駅）,                【リモートワーク可】マネジメントポジション｜Google Cloud Platform(以下GCP)を活用したシステムインテグレーション | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616365088653549179cbc05,"・顧客サプライチェーン全体におけるKPI（約40）を自動収集し見える化できるデータ基盤の構築
・第1フェーズでは、社内システムから自動 / 手動で収集したデータの格納分析基盤をGCP上に構築し、スプレッドシートに出力する仕組みを構築。
・次フェーズ以降で、社内の未収集データや社外データも活用可能とし、分析範囲を拡大。/PM/その他/五反田・恵比寿・六本木",【週4日･5日/】,【リモートワーク可】マネジメントポジション｜Google Cloud Platform(以下GCP)を活用したシステムインテグレーション,"600,000〜800,000円/ 月※ 消費税別の実際にお渡しする金額です",PM,,週4日･5日,五反田・恵比寿・六本木（白金高輪駅）,・顧客サプライチェーン全体におけるKPI（約40）を自動収集し見える化できるデータ基盤の構築・第1フェーズでは、社内システムから自動 / 手動で収集したデータの格納分析基盤をGCP上に構築し、スプレッドシートに出力する仕組みを構築。・次フェーズ以降で、社内の未収集データや社外データも活用可能とし、分析範囲を拡大。,PM,,・DWH構築経験・エンタープライズ案件のプロジェクトマネジメント経験,・GCP/BigQueryの実務経験,"週4日･5日                            
(ﾘﾓｰﾄ：可)","600,000〜800,000円",五反田・恵比寿・六本木（白金高輪駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099531,
6035,6035,6036,https://lancersagent.com/project/pm/00616365103354065175f896a,"定番【週5日/PM】                                【PM】大手自動車会社でICT支援業務                            週5日 | 800,000〜1,000,000円 / 月PM週5日渋谷・新宿（横浜駅）大手自動車会社に常駐していただきます。・ベンダーコントロール・クライアントへのプレゼン・予算折衝詳細を見る",PM,,週5日,渋谷・新宿（横浜駅）,                【PM】大手自動車会社でICT支援業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616365103354065175f896a,"大手自動車会社に常駐していただきます。
・ベンダーコントロール
・クライアントへのプレゼン
・予算折衝/PM/管理のみ/渋谷・新宿",【週5日/】,【PM】大手自動車会社でICT支援業務,"800,000〜1,000,000円/ 月※ 消費税別の実際にお渡しする金額です",PM,,週5日,渋谷・新宿（横浜駅）,大手自動車会社に常駐していただきます。・ベンダーコントロール・クライアントへのプレゼン・予算折衝,PM,,・ICT経験・ＰＭ経験・英語（日常会話レベル）,・明るく元気な方・英語（ビジネスレベル）,週5日,"800,000〜1,000,000円",渋谷・新宿（横浜駅）,業務委託,※報酬については週5の場合の精算となります,案件ID：000006099533,
6039,6039,6040,https://lancersagent.com/project/pm/00616365122100619179cb24e,"定番【週3日･4日･5日/開発ディレクター】                                【開発ディレクター】オンライン医療診断ツールアプリの開発ディレクション業務                            週3日･4日･5日 | 700,000〜880,000円 / 月開発ディレクターRuby・Typescript・-週3日･4日･5日新橋・銀座・東京（大手町駅）新サービス立ち上げのための 0 => 1 フェーズの開発にコミットいただきま す。現時点でワイヤーフレーム・仕様は固まりつつありますが、細かい部分をデザイナーやエンジニアと詰めていただく必要があります。 また、MICINではオンライン診療やお薬サポートなどのプロダクトが成長し始めていることから、共通化できる機能をサービスから分離し共通基盤化する方向で検討が進んでおります。詳細を見る",開発ディレクター,Ruby・Typescript・-,週3日･4日･5日,新橋・銀座・東京（大手町駅）,                【開発ディレクター】オンライン医療診断ツールアプリの開発ディレクション業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616365122100619179cb24e,"新サービス立ち上げのための 0 =&gt; 1 フェーズの開発にコミットいただきま す。現時点でワイヤーフレーム・仕様は固まりつつありますが、細かい部分をデザイナーやエンジニアと詰めていただく必要があります。 
また、MICINではオンライン診療やお薬サポートなどのプロダクトが成長し始めていることから、共通化できる機能をサービスから分離し共通基盤化する方向で検討が進んでおります。/PM/管理のみ/新橋・銀座・東京",【週3日･4日･5日/Ruby・Typescript・-】,【開発ディレクター】オンライン医療診断ツールアプリの開発ディレクション業務,"700,000〜880,000円/ 月※ 消費税別の実際にお渡しする金額です",開発ディレクター,Ruby・Typescript・-,週3日･4日･5日,新橋・銀座・東京（大手町駅）,新サービス立ち上げのための 0 => 1 フェーズの開発にコミットいただきま す。現時点でワイヤーフレーム・仕様は固まりつつありますが、細かい部分をデザイナーやエンジニアと詰めていただく必要があります。また、MICINではオンライン診療やお薬サポートなどのプロダクトが成長し始めていることから、共通化できる機能をサービスから分離し共通基盤化する方向で検討が進んでおります。,開発ディレクター,Ruby・Typescript・-,・開発要件定義・仕様設計・プロジェクトの進行管理・パートナー企業との調整・業務推進,・エンジニアとしての就業経験・自社サービスの開発・運用,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","700,000〜880,000円",新橋・銀座・東京（大手町駅）,業務委託,報酬は【週５日（月20日）換算】した際の金額です。,案件ID：000006099537,
6048,6048,6049,https://lancersagent.com/project/pm/0061636454683565114a7fc05,"【週3日･4日･5日/PdM・PM】                                【PM/PdM】クラウド型点群処理ソフトウェアのPdM                            週3日･4日･5日 | 600,000〜900,000円 / 月PdM・PMHTML・CSS・JavaScript・PHP週3日･4日･5日水道橋・飯田橋（大手町）弊社は点群処理業務を効率化する、クラウド型のオンラインプラットフォームを運営しるスタートアップです。エンジニアチームを牽引し、プロダクトの成長を加速していただけるPdMの方を募集しております。詳細を見る",PdM・PM,HTML・CSS・JavaScript・PHP,週3日･4日･5日,水道橋・飯田橋（大手町）,                【PM/PdM】クラウド型点群処理ソフトウェアのPdM | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061636454683565114a7fc05,"弊社は点群処理業務を効率化する、クラウド型のオンラインプラットフォームを運営しるスタートアップです。
エンジニアチームを牽引し、プロダクトの成長を加速していただけるPdMの方を募集しております。
/PM/管理のみ/水道橋・飯田橋",【週3日･4日･5日/HTML・CSS・JavaScript・PHP】,                        ※ 消費税別の実際にお渡しする金額です                    ,"600,000〜900,000円/ 月※ 消費税別の実際にお渡しする金額です",PdM・PM,HTML・CSS・JavaScript・PHP,週3日･4日･5日,水道橋・飯田橋（大手町）,弊社は点群処理業務を効率化する、クラウド型のオンラインプラットフォームを運営しるスタートアップです。エンジニアチームを牽引し、プロダクトの成長を加速していただけるPdMの方を募集しております。,PdM・PM,HTML・CSS・JavaScript・PHP,■英語でのコミュニケーションスキル■ToB向けの業務改善ツールやSaaSの開発マネジメント経験,■PHP、AWS、Vue.jsを使ってプロダクトを開発した経験■アジャイル開発、スクラム開発などの仕組み作りを0から行った経験■StripeなどBtoB特有の決済APIを使って開発した経験,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","600,000〜900,000円",水道橋・飯田橋（大手町）,業務委託,参考報酬は週5日でご稼働いただいた場合の金額です。,案件ID：000006099523,
6052,6052,6053,https://lancersagent.com/project/pm/00616364603632633176009a8,"定番【週5日/インフラPM】                                【インフラPM】大手サービス事業者インフラPM                            週5日 | 800,000円以上 / 月インフラPM週5日渋谷・新宿（二子玉川駅）【作業内容】※詳細は面談時にお伝えさせて頂きます。PaloAltoのPrismaAccessを多数導入しているクライアントである大手サービス事業者様でセキュリティレベルを上げるなどの要望や課題が増えてきているため、クライアントと調整しながら課題の棚卸や本番適用前の検証などをエンジニアとも連携しながら対応していただきます。詳細を見る",インフラPM,,週5日,渋谷・新宿（二子玉川駅）,                【インフラPM】大手サービス事業者インフラPM | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616364603632633176009a8,"【作業内容】※詳細は面談時にお伝えさせて頂きます。
PaloAltoのPrismaAccessを多数導入しているクライアントである大手サービス事業者様で
セキュリティレベルを上げるなどの要望や課題が増えてきているため、クライアントと
調整しながら課題の棚卸や本番適用前の検証などをエンジニアとも連携しながら対応していただきます。/PM/その他/渋谷・新宿",【週5日/】,【インフラPM】大手サービス事業者インフラPM,"800,000円以上/ 月※ 消費税別の実際にお渡しする金額です",インフラPM,,週5日,渋谷・新宿（二子玉川駅）,【作業内容】※詳細は面談時にお伝えさせて頂きます。PaloAltoのPrismaAccessを多数導入しているクライアントである大手サービス事業者様でセキュリティレベルを上げるなどの要望や課題が増えてきているため、クライアントと調整しながら課題の棚卸や本番適用前の検証などをエンジニアとも連携しながら対応していただきます。,インフラPM,,・クライアント折衝、推進・調整力のある方・PM経験・上流工程、設計構築経験・ネットワークエンジニア・FWの知見・PrismaAccessの知見,・ビジネスレベルの英語力,"週5日                            
(ﾘﾓｰﾄ：相談可)","800,000円以上",渋谷・新宿（二子玉川駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099528,
6053,6053,6054,https://lancersagent.com/project/pm/00616364607893341175ff7cd,"定番【週5日/PM/ディレクター】                                【PM/ディレクター】ドラッグストアECシステム開発                            週5日 | 800,000円以上 / 月PM/ディレクター週5日五反田・恵比寿・六本木（五反田駅）【業務内容】※クライアント様案件の為、詳細は面談時にお伝えさせて頂きます。現在のECサイトのAP保守開発リーダーとしてドラッグストア様やベンダーとの調整、業務推進を行っていただきます。保守作業の実務は、既存ベンダーが対応します。現行システムはMagentoで作っていますが、全面刷新も視野に入れて検討しています。詳細を見る",PM/ディレクター,,週5日,五反田・恵比寿・六本木（五反田駅）,                【PM/ディレクター】ドラッグストアECシステム開発 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616364607893341175ff7cd,"【業務内容】
※クライアント様案件の為、詳細は面談時にお伝えさせて頂きます。

現在のECサイトのAP保守開発リーダーとしてドラッグストア様やベンダーとの調整、業務推進を
行っていただきます。保守作業の実務は、既存ベンダーが対応します。
現行システムはMagentoで作っていますが、全面刷新も視野に入れて検討しています。
/PM/その他/五反田・恵比寿・六本木",【週5日/】,【PM/ディレクター】ドラッグストアECシステム開発,"800,000円以上/ 月※ 消費税別の実際にお渡しする金額です",PM/ディレクター,,週5日,五反田・恵比寿・六本木（五反田駅）,【業務内容】※クライアント様案件の為、詳細は面談時にお伝えさせて頂きます。現在のECサイトのAP保守開発リーダーとしてドラッグストア様やベンダーとの調整、業務推進を行っていただきます。保守作業の実務は、既存ベンダーが対応します。現行システムはMagentoで作っていますが、全面刷新も視野に入れて検討しています。,PM/ディレクター,,・ECサイト開発プロジェクトに要件定義・設計から携わった知見・WMSの開発経験・PL経験・勤怠に問題ない方,-,"週5日                            
(ﾘﾓｰﾄ：相談可)","800,000円以上",五反田・恵比寿・六本木（五反田駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099529,
