,Unnamed: 0,NO,URL,タイトル,職務,スキル,勤務,職場,案件タイトル,案件URL,業務内容,キーワード,案件タイトル.1,月額報酬,職種,スキル・言語・FW,勤務日数詳細,勤務エリア（最寄り駅）,案件内容,職種.1,スキル・言語・FW.1,必須スキル,歓迎スキル,稼働日数,月額報酬.1,勤務エリア（最寄り駅）.1,雇用形態,備考,案件ID,案件内容.1
7031,7031,7032,https://lancersagent.com/project/designer/0060I00000fIg2xQAC,注目【週3日･4日･5日/WEBデザイナー】                                【WEBデザイナー】WEB制作企業におけるデザイン・ディレクション業務                            週3日･4日･5日 | 2〜2.5万円 / 日WEBデザイナーHTML・CSS・JavaScript週3日･4日･5日池袋（池袋駅）大手企業のブランディングから先進的サービスの共同開発まで、クライアントニーズからの企画・提案・運用までをワンストップでご提供しております。WEBサイト制作事業部において製造業や飲食店、中小企業様よりWEBページ作成の依頼がございますので既存のテンプレートを利用しながらデザイン及びディレクション業務を行っていただける方を募集しております。詳細を見る,WEBデザイナー,HTML・CSS・JavaScript,週3日･4日･5日,池袋（池袋駅）,                【WEBデザイナー】WEB制作企業におけるデザイン・ディレクション業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000fIg2xQAC,"大手企業のブランディングから先進的サービスの共同開発まで、
クライアントニーズからの企画・提案・運用までをワンストップでご提供しております。

WEBサイト制作事業部において製造業や飲食店、中小企業様よりWEBページ作成の依頼がございますので
既存のテンプレートを利用しながらデザイン及びディレクション業務を行っていただける方を募集しております。/デザイナー/WEB/池袋",【週3日･4日･5日/HTML・CSS・JavaScript】,【WEBデザイナー】WEB制作企業におけるデザイン・ディレクション業務,2〜2.5万円/ 日※ 消費税別の実際にお渡しする金額です,WEBデザイナー,HTML・CSS・JavaScript,週3日･4日･5日,池袋（池袋駅）,大手企業のブランディングから先進的サービスの共同開発まで、クライアントニーズからの企画・提案・運用までをワンストップでご提供しております。WEBサイト制作事業部において製造業や飲食店、中小企業様よりWEBページ作成の依頼がございますので既存のテンプレートを利用しながらデザイン及びディレクション業務を行っていただける方を募集しております。,WEBデザイナー,HTML・CSS・JavaScript,・デザイン、ディレクションの実務経験3年以上,・HTML CSS Javascriptなどを用いたコーディングの業務経験,週3日･4日･5日,2〜2.5万円,池袋（池袋駅）,業務委託,,案件ID：000006098523,
7033,7033,7034,https://lancersagent.com/project/designer/0060I00000fIeDUQA0,定番【週5日/WEBデザイナー】                                【WEBデザイナー】品質管理に関するSaasサービスのWEBデザイン業務                            週5日 | 2〜2.5万円 / 日WEBデザイナーHTML・CSS・JavaScript・Illustrator・Photoshop・sketch等週5日渋谷・新宿（神田駅）「品質管理×IT」という領域で現場をペーパレスにすることで、作業品質を向上させることを目的としたサービスを作っています。今回は、新サービスローンチに伴いプロダクト全体のWEBデザインを行っていただけるデザイナーを募集しております。詳細を見る,WEBデザイナー,HTML・CSS・JavaScript・Illustrator・Photoshop・sketch等,週5日,渋谷・新宿（神田駅）,                【WEBデザイナー】品質管理に関するSaasサービスのWEBデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000fIeDUQA0,"「品質管理×IT」という領域で現場をペーパレスにすることで、
作業品質を向上させることを目的としたサービスを作っています。

今回は、新サービスローンチに伴いプロダクト全体の
WEBデザインを行っていただけるデザイナーを募集しております。/デザイナー/WEB/渋谷・新宿",【週5日/HTML・CSS・JavaScript】,【WEBデザイナー】品質管理に関するSaasサービスのWEBデザイン業務,2〜2.5万円/ 日※ 消費税別の実際にお渡しする金額です,WEBデザイナー,HTML・CSS・JavaScript,週5日,渋谷・新宿（神田駅）,「品質管理×IT」という領域で現場をペーパレスにすることで、作業品質を向上させることを目的としたサービスを作っています。今回は、新サービスローンチに伴いプロダクト全体のWEBデザインを行っていただけるデザイナーを募集しております。,WEBデザイナー,HTML・CSS・JavaScript・Illustrator・Photoshop・sketch等,・WEBデザインの業務経験・能動的に業務に従事をしていただける方,,週5日,2〜2.5万円,渋谷・新宿（神田駅）,業務委託,,案件ID：000006098521,
7034,7034,7035,https://lancersagent.com/project/designer/0060I00000fIYVKQA4,注目【週3日･4日･5日/UI/UXデザイナー】                                【UI/UXデザイナー】自社開発フィンテックアプリのUI/UXデザイン業務                            週3日･4日･5日 | 3.5万円以上 / 日UI/UXデザイナー週3日･4日･5日新橋・銀座・東京（大手町駅）現在、自社で仮想通貨のポイントキャッシュバックアプリを開発しており、そのUI/UXデザインを担っていただける方を募集いたします。既にプロジェクトが走っており、既に制作している画面をより洗練していくイメージで業務に携わっていただければと思います。詳細を見る,UI/UXデザイナー,,週3日･4日･5日,新橋・銀座・東京（大手町駅）,                【UI/UXデザイナー】自社開発フィンテックアプリのUI/UXデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000fIYVKQA4,"現在、自社で仮想通貨のポイントキャッシュバックアプリを開発しており、
そのUI/UXデザインを担っていただける方を募集いたします。

既にプロジェクトが走っており、
既に制作している画面をより洗練していくイメージで業務に携わっていただければと思います。/デザイナー/WEB/新橋・銀座・東京",【週3日･4日･5日/】,【UI/UXデザイナー】自社開発フィンテックアプリのUI/UXデザイン業務,3.5万円以上/ 日※ 消費税別の実際にお渡しする金額です,UI/UXデザイナー,,週3日･4日･5日,新橋・銀座・東京（大手町駅）,現在、自社で仮想通貨のポイントキャッシュバックアプリを開発しており、そのUI/UXデザインを担っていただける方を募集いたします。既にプロジェクトが走っており、既に制作している画面をより洗練していくイメージで業務に携わっていただければと思います。,UI/UXデザイナー,,・IOSアプリのUIデザイン経験・ポートフォリオをお持ちで詳細をご説明いただける方・フィンテックのプロジェクトに携わったことがある方、もしくはグローバル展開しているEC関連のデザインに携わったことがある方,・マテリアルデザインorフラットデザインに近いご経験者様・資金調達に成功しているアプリ開発に１から携わったことがある方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：相談可)",3.5万円以上,新橋・銀座・東京（大手町駅）,業務委託,,案件ID：000006098518,
7042,7042,7043,https://lancersagent.com/project/designer/0060I00000cSLnyQAG,"注目【週4日/アプリUI/UXデザイナー】                                【UIデザイン】 大手メーカーライフログアプリのデザイン業務                            週4日 | 600,000円以上 / 月アプリUI/UXデザイナーSketch・AdobeXD週4日新橋・銀座・東京（東京駅）C向けスマホアプリの新規開発として、アプリのUIデザインを担当いただける方を探しています。詳細は面談時にお話いたします。（面談時に課題あり）【環境】場所：丸の内リモート相談可※ミーティング出社あり詳細を見る",アプリUI/UXデザイナー,Sketch・AdobeXD,週4日,新橋・銀座・東京（東京駅）,                【UIデザイン】 大手メーカーライフログアプリのデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000cSLnyQAG,"C向けスマホアプリの新規開発として、
アプリのUIデザインを担当いただける方を探しています。
詳細は面談時にお話いたします。
（面談時に課題あり）

【環境】
場所：丸の内
リモート相談可※ミーティング出社あり/デザイナー/WEB/新橋・銀座・東京",【週4日/】,【UIデザイン】 大手メーカーライフログアプリのデザイン業務,"600,000円以上/ 月※ 消費税別の実際にお渡しする金額です",アプリUI/UXデザイナー,,週4日,新橋・銀座・東京（東京駅）,C向けスマホアプリの新規開発として、アプリのUIデザインを担当いただける方を探しています。詳細は面談時にお話いたします。（面談時に課題あり）【環境】場所：丸の内リモート相談可※ミーティング出社あり,アプリUI/UXデザイナー,Sketch・AdobeXD,・Sketch / AdobeXD の実務経験・モバイル制作でデザイン実務経験・モックアップ作成・プロトタイプ検証求める人物像・コミュニケーション力がある方,・デザインコンセプトを理解した上でUIテンプレートの設計経験,"週4日                            
(ﾘﾓｰﾄ：相談可)","600,000円以上",新橋・銀座・東京（東京駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006098110,
7043,7043,7044,https://lancersagent.com/project/designer/0060I00000du1kuQAA,"注目【週3日/UIデザイナー】                                【UIデザイナー】 自社新規ECサイト立ち上げにおけるUIデザイン業務                            週3日 | 500,000円以上 / 月UIデザイナーSketch・Photoshop・AdobeXD週3日新橋・銀座・東京（東京駅）ECサイトの新規立ち上げのＵＩからサイトデザインをお任せいたします。詳細は面談時にお話いたします。（面談時に課題あり）【環境】場所：丸の内リモート相談可※ミーティング出社あり元に戻す詳細を見る",UIデザイナー,Sketch・Photoshop・AdobeXD,週3日,新橋・銀座・東京（東京駅）,                【UIデザイナー】 自社新規ECサイト立ち上げにおけるUIデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000du1kuQAA,"ECサイトの新規立ち上げのＵＩからサイトデザインをお任せいたします。
詳細は面談時にお話いたします。
（面談時に課題あり）

【環境】
場所：丸の内
リモート相談可※ミーティング出社あり元に戻す/デザイナー/WEB/新橋・銀座・東京",【週3日/】,【UIデザイナー】 自社新規ECサイト立ち上げにおけるUIデザイン業務,"500,000円以上/ 月※ 消費税別の実際にお渡しする金額です",UIデザイナー,,週3日,新橋・銀座・東京（東京駅）,ECサイトの新規立ち上げのＵＩからサイトデザインをお任せいたします。詳細は面談時にお話いたします。（面談時に課題あり）【環境】場所：丸の内リモート相談可※ミーティング出社あり元に戻す,UIデザイナー,Sketch・Photoshop・AdobeXD,・Sketch　/ Photoshop / AdobeXD / の実務経験・Abstractの運用経験・モバイル制作でデザイン業務経験,・国内外のトレンドデザインや最新技術に対する強い興味・関心・デザインコンセプト理解した上でUIテンプレートの設計経験あり,"週3日                            
(ﾘﾓｰﾄ：相談可)","500,000円以上",新橋・銀座・東京（東京駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006098379,
7053,7053,7054,https://lancersagent.com/project/designer/0060I00000fHnZTQA0,"注目【週3日･4日/WEBデザイナー（コーディング込み）】                                【WEBデザイナー】アパレルシャツメーカーのWEBデザイン/コーディング業務                            週3日･4日 | 500,000〜700,000円 / 月WEBデザイナー（コーディング込み）HTML・CSS・JavaScript週3日･4日渋谷・新宿（表参道駅）アパレルシャツメーカーのWEBデザインとコーディング業務をワンストップで行っていただくきます。詳細を見る",WEBデザイナー（コーディング込み）,HTML・CSS・JavaScript,週3日･4日,渋谷・新宿（表参道駅）,                【WEBデザイナー】アパレルシャツメーカーのWEBデザイン/コーディング業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000fHnZTQA0,アパレルシャツメーカーのWEBデザインとコーディング業務をワンストップで行っていただくきます。/デザイナー/WEB/渋谷・新宿,【週3日･4日/HTML・CSS・JavaScript】,【WEBデザイナー】アパレルシャツメーカーのWEBデザイン/コーディング業務,"500,000〜700,000円/ 月※ 消費税別の実際にお渡しする金額です",WEBデザイナー（コーディング込み）,HTML・CSS・JavaScript,週3日･4日,渋谷・新宿（表参道駅）,アパレルシャツメーカーのWEBデザインとコーディング業務をワンストップで行っていただくきます。,WEBデザイナー（コーディング込み）,HTML・CSS・JavaScript,・WEBサイトのデザイン経験・コーディングスキル持っている方・WEBサイトについて一気通貫で行える方優遇,・アパレル、ファッション系のECサイトやWEBデザインを行った経験・質より量を追う事ができる方（尚可）→勿論質も重要ですがどちらかと言うと。・弊社理念へ共感してくれる方【希望ベース】・ディレクション経験・一人称で作業を行える方,"週3日･4日                            
(ﾘﾓｰﾄ：相談可)","500,000〜700,000円",渋谷・新宿（表参道駅）,業務委託,"※最初は常駐で稼働いただき状況に応じて、一部リモートも相談可能です
※報酬額は【週5日（月20日）換算】した際の金額です",案件ID：000006098501,
7062,7062,7063,https://lancersagent.com/project/designer/0060I00000fHhmRQAS,定番【週4日･5日/Webデザイナー】                                【WEBデザイナー】住宅ローンサービスに関するデザイン業務                            週4日･5日 | 2.5万円以上 / 日Webデザイナー週4日･5日渋谷・新宿（渋谷駅）今回はコーポレートおよびサービス全般に関するコーポレートアイデンティティの設計〜実行までを担当していただけるデザイナーを募集しております。具体的には、・各サービス全般に関わるクリエイティブデザイン。・サービス、プロダクト、プロモーションなどの世界観の企画、キービジュアルの作成、アートディレクション・ブランド要素（ロゴ、キャラクター）の開発・デザイナーのクオリティチェック・カンファレンス等の資料作成・プレゼンテ詳細を見る,Webデザイナー,,週4日･5日,渋谷・新宿（渋谷駅）,                【WEBデザイナー】住宅ローンサービスに関するデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000fHhmRQAS,"今回はコーポレートおよびサービス全般に関するコーポレートアイデンティティの設計〜実行までを担当していただけるデザイナーを募集しております。

具体的には、
・各サービス全般に関わるクリエイティブデザイン。
・サービス、プロダクト、プロモーションなどの世界観の企画、キービジュアルの作成、アートディレクション
・ブランド要素（ロゴ、キャラクター）の開発
・デザイナーのクオリティチェック
・カンファレンス等の資料作成・プレゼンテ/デザイナー/WEB/渋谷・新宿",【週4日･5日/】,【WEBデザイナー】住宅ローンサービスに関するデザイン業務,2.5万円以上/ 日※ 消費税別の実際にお渡しする金額です,Webデザイナー,,週4日･5日,渋谷・新宿（渋谷駅）,今回はコーポレートおよびサービス全般に関するコーポレートアイデンティティの設計〜実行までを担当していただけるデザイナーを募集しております。具体的には、・各サービス全般に関わるクリエイティブデザイン。・サービス、プロダクト、プロモーションなどの世界観の企画、キービジュアルの作成、アートディレクション・ブランド要素（ロゴ、キャラクター）の開発・デザイナーのクオリティチェック・カンファレンス等の資料作成・プレゼンテ,Webデザイナー,,・事業会社または制作会社での制作実務経験（Web/DTP）・新しいデザインの方向性を言葉にし、いち早く手描きや合成などビジュアルで示すことができる方。,・広告代理店やクリエイティブエージェンシーでアートディレクター実務経験・Webサービス運営会社でのUIに関するPDCA実務経験・IR資料の作成実務経験,週4日･5日,2.5万円以上,渋谷・新宿（渋谷駅）,業務委託,,案件ID：000006098497,
7063,7063,7064,https://lancersagent.com/project/designer/0060I00000fHfPcQAK,"注目【週5日/３Dデザイナー】                                【Unity】【MAYA】３Dキャラクター制作の3Dデザイナー募集                            週5日 | 650,000円以上 / 月３Dデザイナー週5日五反田・恵比寿・六本木（目黒駅）【業務内容】Unity,MAYAを使用してキャラクター制作(モデリング、モーション）をお願いします。【募集背景】キャラクター制作体数増産に伴う増員【アピールポイント】誰もが知っている有名IPのゲーム開発・運用に関われます！詳細を見る",３Dデザイナー,,週5日,五反田・恵比寿・六本木（目黒駅）,【Unity】【MAYA】３Dキャラクター制作の3Dデザイナー募集 | ランサーズエージェント（Lancers Agent）,https://lancersagent.com//project/designer/0060I00000fHfPcQAK,"【業務内容】
Unity,MAYAを使用してキャラクター制作(モデリング、モーション）をお願いします。

【募集背景】
キャラクター制作体数増産に伴う増員


【アピールポイント】
誰もが知っている有名IPのゲーム開発・運用に関われます！/デザイナー/その他/五反田・恵比寿・六本木",【週5日/】,【Unity】【MAYA】３Dキャラクター制作の3Dデザイナー募集,"650,000円以上/ 月※ 消費税別の実際にお渡しする金額です",３Dデザイナー,,週5日,五反田・恵比寿・六本木（目黒駅）,"【業務内容】Unity,MAYAを使用してキャラクター制作(モデリング、モーション）をお願いします。【募集背景】キャラクター制作体数増産に伴う増員【アピールポイント】誰もが知っている有名IPのゲーム開発・運用に関われます！",３Dデザイナー,,・品質の高い３Dキャラクター制作(モデル、モーション）と外部協力会社へのFB業務を行うことができる。・コミュニケーション能力が高く、自走して作業ができる方・Unityの基本的な操作,・git環境の開発経験,週5日,"650,000円以上",五反田・恵比寿・六本木（目黒駅）,業務委託,,案件ID：000006098489,
7075,7075,7076,https://lancersagent.com/project/designer/0060I00000fHavGQAS,注目【週5日/UIデザイナー】                                【UIデザイン】ユーザーの願いを読み取り、企画から落とし込めるUIデザイナーを募集！                            週5日 | 2.5〜3.2万円 / 日UIデザイナーPhotoshop・Iillustrator週5日五反田・恵比寿・六本木（目黒駅）自社アプリに関わるUI業務全般　→新機能のUI作成から既存UIの改善まで、幅広くおまかせします。→PMやエンジニアコミュニケーションをとりながら、機能の企画部分にコミットしながらお仕事をしていただきます。他ご自身のチャレンジしたい分野にも取り組んでいただける環境です。詳細を見る,UIデザイナー,Photoshop・Iillustrator,週5日,五反田・恵比寿・六本木（目黒駅）,                【UIデザイン】ユーザーの願いを読み取り、企画から落とし込めるUIデザイナーを募集！ | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000fHavGQAS,"自社アプリに関わるUI業務全般
　→新機能のUI作成から既存UIの改善まで、幅広くおまかせします。
→PMやエンジニアコミュニケーションをとりながら、機能の企画部分にコミットしながらお仕事をしていただきます。
他ご自身のチャレンジしたい分野にも取り組んでいただける環境です。/デザイナー/WEB/五反田・恵比寿・六本木",【週5日/】,【UIデザイン】ユーザーの願いを読み取り、企画から落とし込めるUIデザイナーを募集！,2.5〜3.2万円/ 日※ 消費税別の実際にお渡しする金額です,UIデザイナー,,週5日,五反田・恵比寿・六本木（目黒駅）,自社アプリに関わるUI業務全般→新機能のUI作成から既存UIの改善まで、幅広くおまかせします。→PMやエンジニアコミュニケーションをとりながら、機能の企画部分にコミットしながらお仕事をしていただきます。他ご自身のチャレンジしたい分野にも取り組んでいただける環境です。,UIデザイナー,Photoshop・Iillustrator,・photoshop、Illustratorを実務で利用したことがある・目標に向かってロジカルにデザインをつくりあげることができる・エンジニア、PM含め他職種のメンバーと共にものづくりをするコミュニケーション能力がある・媒体にとらわれない情報整理力を持っている,・Sketchを利用した実務経験がある・受託含め、複数の媒体のデザイン実績がある(クライアントワーカー歓迎です！)・グラフィックや様々なサービス（ゲーム含む）への知見を持っている・行動心理学の知見を持っている,週5日,2.5〜3.2万円,五反田・恵比寿・六本木（目黒駅）,業務委託,ゆくゆくはリモート相談可能,案件ID：000006098479,
7078,7078,7079,https://lancersagent.com/project/designer/0060I00000fHT7UQAW,注目【週3日･4日･5日/3Dモデラー】                                【3Dモデラー】自社アプリ、アバター機能のモーション作成業務                            週3日･4日･5日 | 2.5万円以上 / 日3Dモデラー週3日･4日･5日五反田・恵比寿・六本木（目黒駅）アバター機能のモデリングやモーション作成を行っていただきます。・衣装等のアバターモデリング・アイテムやペットなどのモデリング・簡易的なモーションの作成詳細を見る,3Dモデラー,,週3日･4日･5日,五反田・恵比寿・六本木（目黒駅）,【3Dモデラー】自社アプリ、アバター機能のモーション作成業務 | ランサーズエージェント（Lancers Agent）,https://lancersagent.com//project/designer/0060I00000fHT7UQAW,"アバター機能のモデリングやモーション作成を行っていただきます。
・衣装等のアバターモデリング
・アイテムやペットなどのモデリング
・簡易的なモーションの作成/デザイナー/WEB/五反田・恵比寿・六本木",【週3日･4日･5日/】,【3Dモデラー】自社アプリ、アバター機能のモーション作成業務,2.5万円以上/ 日※ 消費税別の実際にお渡しする金額です,3Dモデラー,,週3日･4日･5日,五反田・恵比寿・六本木（目黒駅）,アバター機能のモデリングやモーション作成を行っていただきます。・衣装等のアバターモデリング・アイテムやペットなどのモデリング・簡易的なモーションの作成,3Dモデラー,,・3D制作の実務経験・Photshop等、基本的なデザインツールのスキル,・モデリング〜リギング〜セットアップまでのキャラクターモデル制作経験,週3日･4日･5日,2.5万円以上,五反田・恵比寿・六本木（目黒駅）,業務委託,,案件ID：000006098473,
7087,7087,7088,https://lancersagent.com/project/designer/0060I00000fHSX8QAO,注目【週3日･4日･5日/UI/UXデザイナー】                                【UI/UXデザイン】英単語アプリサービスに関するデザイン業務                            週3日･4日･5日 | 3万円以上 / 日UI/UXデザイナーSketch週3日･4日･5日渋谷・新宿（渋谷駅）スキマ時間に効率的に英単語を覚えられる英単語アプリサービスを運用しております。このサービスは、サクサクと知らない英単語のみを集中的に学習することができるため、効率よく覚えることができ、大学受験の学生さんから、英検、TOEIC、TOEFL、GREの受験者まで幅広くご利用いただいております。英単語学習アプリサービスのデザイン業務をご協力いただけるデザイナーを募集しております。詳細を見る,UI/UXデザイナー,Sketch,週3日･4日･5日,渋谷・新宿（渋谷駅）,                【UI/UXデザイン】英単語アプリサービスに関するデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000fHSX8QAO,"スキマ時間に効率的に英単語を覚えられる英単語アプリサービスを運用しております。

このサービスは、サクサクと知らない英単語のみを集中的に学習することができるため、効率よく覚えることができ、大学受験の学生さんから、英検、TOEIC、TOEFL、GREの受験者まで幅広くご利用いただいております。

英単語学習アプリサービスのデザイン業務をご協力いただけるデザイナーを募集しております。/デザイナー/WEB/渋谷・新宿",【週3日･4日･5日/】,【UI/UXデザイン】英単語アプリサービスに関するデザイン業務,3万円以上/ 日※ 消費税別の実際にお渡しする金額です,UI/UXデザイナー,,週3日･4日･5日,渋谷・新宿（渋谷駅）,スキマ時間に効率的に英単語を覚えられる英単語アプリサービスを運用しております。このサービスは、サクサクと知らない英単語のみを集中的に学習することができるため、効率よく覚えることができ、大学受験の学生さんから、英検、TOEIC、TOEFL、GREの受験者まで幅広くご利用いただいております。英単語学習アプリサービスのデザイン業務をご協力いただけるデザイナーを募集しております。,UI/UXデザイナー,Sketch,・アプリに関するデザイン業務経験,-,"週3日･4日･5日                            
(ﾘﾓｰﾄ：一部可)",3万円以上,渋谷・新宿（渋谷駅）,業務委託,,案件ID：000006098470,
7091,7091,7092,https://lancersagent.com/project/designer/0060I00000duKjFQAU,"定番【週5日/UIデザイナー】                                【UI】自社自社不動産サービスデザイン業務（LP,スマホアプリ）                            週5日 | 400,000〜600,000円 / 月UIデザイナーPhotoshop・Illustrator週5日品川（田町駅）【具体的な仕事内容】自社WebサイトまたはアプリのUIデザインからランディングページ作成まで、サービス全般に関わる様々なデザイン業務に携わります。ビジュアルデザインだけでなく、UXデザイナーやプランナーと協働しながら、定量・定性データの効果測定を行い、改善案提案・プロトタイプ作成など、デザイナーが主導になって進めていきます。デザインによる課題解決をより強化し、優れたユーザー体験を生み出していただくためのお仕事です。詳細を見る",UIデザイナー,Photoshop・Illustrator,週5日,品川（田町駅）,"                【UI】自社自社不動産サービスデザイン業務（LP,スマホアプリ） | ランサーズエージェント（Lancers Agent）            ",https://lancersagent.com//project/designer/0060I00000duKjFQAU,"【具体的な仕事内容】
自社WebサイトまたはアプリのUIデザインからランディングページ作成まで、
サービス全般に関わる様々なデザイン業務に携わります。
ビジュアルデザインだけでなく、UXデザイナーやプランナーと協働しながら、
定量・定性データの効果測定を行い、改善案提案・プロトタイプ作成など、
デザイナーが主導になって進めていきます。

デザインによる課題解決をより強化し、優れたユーザー体験を生み出していただくためのお仕事です。/デザイナー/グラフィック/品川",【週5日/】,"【UI】自社自社不動産サービスデザイン業務（LP,スマホアプリ）","400,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",UIデザイナー,,週5日,品川（田町駅）,【具体的な仕事内容】自社WebサイトまたはアプリのUIデザインからランディングページ作成まで、サービス全般に関わる様々なデザイン業務に携わります。ビジュアルデザインだけでなく、UXデザイナーやプランナーと協働しながら、定量・定性データの効果測定を行い、改善案提案・プロトタイプ作成など、デザイナーが主導になって進めていきます。デザインによる課題解決をより強化し、優れたユーザー体験を生み出していただくためのお仕事です。,UIデザイナー,Photoshop・Illustrator,・UIデザイナーとしてWeb媒体またはアプリ経験・UXDの実務経験やUI・デザインで課題解決をした経験・ビジュアルデザインスキル（Photoshop、Illustratorの実務経験）・ディレクションスキル（既存UIを改善するためのIA/UI設計、またはデザインを論理的言語に変換し伝える力）,・ユーザビリティを重視したUI設計に関する知識とそれを使用したプロダクト開発、クリエイティブ制作経験・UXD、HCD（人間中心設計プロセス）を体系的に理解している【求める人物像・その他】・ユーザー体験の設計とビジネス目標達成のバランスをうまくとりながら、デザインに落とし込むスタンス・海外国内問わずモバイルアプリ・WEBサービスについて興味を持って積極的にリサーチしている方,週5日,"400,000〜600,000円",品川（田町駅）,業務委託,,案件ID：000006098389,
7100,7100,7101,https://lancersagent.com/project/designer/0060I00000fHQ3HQAW,"【週4日･5日/UI/UXデザイナー】                                【UI/UXデザイナー】自社旅行メディアのUI/UXデザイン業務                            週4日･5日 | 600,000〜650,000円 / 月UI/UXデザイナーIllustrator・Photoshop週4日･5日渋谷・新宿（外苑前駅）自社運営の旅行メディアのUI/UXデザイン業務をご担当いただきます。Web、iOSアプリ・Androidアプリ開発を中心に、ユーザー視点での開発を行っており、エンジニアも含めて、機能について話し合うことも多い、風通しの良いチームです。詳細を見る",UI/UXデザイナー,Illustrator・Photoshop,週4日･5日,渋谷・新宿（外苑前駅）,                【UI/UXデザイナー】自社旅行メディアのUI/UXデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000fHQ3HQAW,"自社運営の旅行メディアのUI/UXデザイン業務をご担当いただきます。

Web、iOSアプリ・Androidアプリ開発を中心に、ユーザー視点での開発を行っており、エンジニアも含めて、機能について話し合うことも多い、風通しの良いチームです。/デザイナー/WEB/渋谷・新宿",【週4日･5日/】,                        ※ 消費税別の実際にお渡しする金額です                    ,"600,000〜650,000円/ 月※ 消費税別の実際にお渡しする金額です",UI/UXデザイナー,,週4日･5日,渋谷・新宿（外苑前駅）,自社運営の旅行メディアのUI/UXデザイン業務をご担当いただきます。Web、iOSアプリ・Androidアプリ開発を中心に、ユーザー視点での開発を行っており、エンジニアも含めて、機能について話し合うことも多い、風通しの良いチームです。,UI/UXデザイナー,Illustrator・Photoshop,・Webもしくはアプリデザイナーとしての実務経験・デザイナーとしてのマネジメント経験・Adobe Photoshop、Illustratorを取り扱えること・要件をワイヤーフレームに落とし込み、デザインまで行った経験,・大規模Webサービスのデザイン経験・iOS / AndroidスマホアプリのUIデザインの経験・Sketchを使用したUIデザインの経験・Prottなどを使用したプロトタイピング経験・DMなど印刷物の制作経験・Google Analyticsでの分析経験・検証、事実に基づいてロジカルにデザインを決定していける方,週4日･5日,"600,000〜650,000円",渋谷・新宿（外苑前駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006098460,
